Timestamp,ACO,AJU,BJU,MON,CHO,CUT,FAC,FAR,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
24-Aug-2020 22:59:59,17,17,17,17,16,16,16,18,17,17,11,17,16,15,15,15,17,14,16,17,16,16,18,17
24-Aug-2020 23:59:59,17,17,17,17,16,16,16,18,17,17,11,16,16,15,15,15,17,13,16,16,15,16,18,16
25-Aug-2020 00:59:59,16,16,16,16,15,15,15,18,17,16,11,16,15,13,15,15,17,13,16,16,15,15,18,16
25-Aug-2020 01:59:59,16,16,16,16,15,15,15,17,16,16,11,16,15,13,15,15,17,13,15,16,15,15,17,15
25-Aug-2020 02:59:59,15,15,15,16,14,14,14,17,16,15,11,16,15,13,14,14,16,13,15,15,15,15,17,15
25-Aug-2020 03:59:59,15,15,15,15,14,14,14,16,16,15,11,16,15,13,14,14,16,12,15,16,14,15,17,15
25-Aug-2020 04:59:59,15,15,15,15,14,14,14,17,16,15,10,15,15,13,14,14,16,12,15,15,14,15,17,14
25-Aug-2020 05:59:59,15,15,15,14,14,14,14,17,16,15,10,15,15,13,14,14,16,12,15,15,14,14,17,14
25-Aug-2020 06:59:59,15,15,15,14,14,14,14,17,16,15,10,15,14,13,14,14,16,12,14,15,14,14,17,14
25-Aug-2020 07:59:59,15,15,15,15,14,14,14,17,16,15,10,15,14,12,14,14,16,12,15,15,14,15,17,14
25-Aug-2020 08:59:59,16,16,16,17,15,15,15,17,17,16,10,16,15,13,15,15,17,13,15,16,15,15,18,15
25-Aug-2020 09:59:59,16,16,16,17,16,16,16,18,17,16,10,17,16,13,16,16,17,13,16,17,15,16,19,16
25-Aug-2020 10:59:59,17,17,17,19,16,16,17,19,18,17,11,18,17,14,16,16,19,14,17,17,16,16,19,17
25-Aug-2020 11:59:59,18,18,18,20,16,16,18,20,19,18,12,18,18,14,17,17,20,15,18,18,17,17,19,17
25-Aug-2020 12:59:59,18,18,18,21,18,18,19,21,19,18,12,19,18,15,18,17,21,15,19,19,18,17,20,19
25-Aug-2020 13:59:59,19,19,19,21,19,19,20,21,20,19,12,19,19,16,18,18,21,16,19,19,19,18,21,19
25-Aug-2020 14:59:59,20,20,20,20,20,20,21,21,20,20,14,20,19,16,18,19,21,17,20,19,19,19,21,19
25-Aug-2020 15:59:59,19,19,19,20,18,18,21,19,18,19,15,19,20,16,18,19,18,17,18,19,18,19,21,18
25-Aug-2020 16:59:59,18,18,18,19,17,17,17,20,19,18,14,19,17,15,18,17,19,15,17,19,16,19,21,18
25-Aug-2020 17:59:59,18,18,18,19,18,18,17,20,19,18,12,19,18,16,18,17,20,15,18,19,17,18,20,19
25-Aug-2020 18:59:59,18,18,18,18,18,18,17,19,18,18,12,18,18,15,17,17,19,15,18,18,17,18,19,18
25-Aug-2020 19:59:59,18,18,18,17,17,17,17,19,17,17,12,17,17,15,16,16,19,15,16,16,17,16,18,17
25-Aug-2020 20:59:59,17,17,17,17,16,16,16,18,17,17,12,17,17,14,16,16,18,14,16,16,16,15,18,17
25-Aug-2020 21:59:59,17,17,17,16,16,16,16,18,17,17,12,17,16,14,15,15,18,14,16,16,16,16,18,16
25-Aug-2020 22:59:59,17,17,17,16,15,15,15,18,17,16,11,17,16,14,15,15,17,14,15,15,16,16,18,15
25-Aug-2020 23:59:59,16,16,16,15,15,15,15,17,16,16,11,16,16,14,15,15,17,14,15,15,15,15,17,15
26-Aug-2020 00:59:59,16,16,16,14,14,14,15,17,16,16,11,16,15,13,15,15,16,13,15,15,15,15,17,15
26-Aug-2020 01:59:59,16,16,16,13,15,15,15,17,15,16,10,16,15,13,14,15,16,13,15,15,15,15,17,15
26-Aug-2020 02:59:59,16,16,16,13,15,15,15,16,15,16,10,16,15,13,14,15,16,13,15,15,15,15,17,15
26-Aug-2020 03:59:59,16,16,16,13,15,15,15,16,15,16,11,16,16,13,14,15,16,13,15,15,15,15,17,15
26-Aug-2020 04:59:59,16,16,16,13,15,15,15,16,16,16,11,16,16,13,14,15,16,14,15,15,15,15,17,15
26-Aug-2020 05:59:59,16,16,16,14,15,15,15,16,16,16,11,16,16,13,14,15,16,14,15,15,15,15,17,15
26-Aug-2020 06:59:59,16,16,16,14,14,14,15,16,16,16,11,16,16,13,14,15,16,14,16,14,15,15,17,15
26-Aug-2020 07:59:59,16,16,16,15,15,15,15,16,16,16,11,17,16,13,14,15,17,14,16,15,15,15,18,15
26-Aug-2020 08:59:59,17,17,17,16,17,17,17,18,17,17,12,17,17,14,15,16,18,14,17,16,16,16,19,16
26-Aug-2020 09:59:59,18,18,18,18,19,19,18,19,18,19,13,19,18,15,17,17,19,15,17,18,17,17,20,18
26-Aug-2020 10:59:59,19,19,19,20,20,20,19,20,20,19,13,19,20,16,18,18,20,16,18,19,18,18,21,20
26-Aug-2020 11:59:59,21,21,21,22,21,21,23,22,21,21,15,21,20,17,20,19,22,17,20,20,20,20,22,22
26-Aug-2020 12:59:59,22,22,22,22,22,22,25,23,22,22,16,23,22,18,21,19,23,18,22,21,21,20,23,23
26-Aug-2020 13:59:59,22,22,22,23,22,22,25,24,23,23,17,23,22,19,22,21,23,19,23,22,22,22,24,23
26-Aug-2020 14:59:59,23,23,23,24,23,23,26,25,24,24,18,24,23,20,22,22,25,20,23,22,23,22,25,24
26-Aug-2020 15:59:59,24,24,24,25,24,24,26,26,25,24,18,25,24,21,23,23,25,20,25,23,24,23,26,25
26-Aug-2020 16:59:59,24,24,24,26,23,23,26,26,26,25,18,25,24,21,23,23,25,21,25,24,24,24,26,23
26-Aug-2020 17:59:59,24,24,24,24,18,18,24,25,24,24,17,24,24,21,23,23,23,21,24,24,21,23,26,20
26-Aug-2020 18:59:59,20,20,20,19,18,18,20,20,19,19,17,19,20,19,19,21,19,18,20,22,19,21,22,19
26-Aug-2020 19:59:59,18,18,18,19,17,17,18,20,18,18,14,17,17,17,19,18,19,16,17,20,18,19,21,18
26-Aug-2020 20:59:59,18,18,18,19,17,17,17,20,19,18,12,18,18,16,19,18,19,16,17,19,18,18,20,18
26-Aug-2020 21:59:59,18,18,18,18,17,17,17,20,19,18,12,18,18,16,19,18,19,16,17,18,18,18,20,18
26-Aug-2020 22:59:59,18,18,18,18,17,17,17,20,18,18,11,18,17,15,18,17,19,15,17,18,17,18,19,18
26-Aug-2020 23:59:59,18,18,18,17,16,16,16,19,18,17,11,18,17,14,17,17,18,15,17,17,17,17,19,17
27-Aug-2020 00:59:59,17,17,17,16,15,15,15,18,17,17,11,17,17,14,16,17,18,14,17,17,16,16,19,16
27-Aug-2020 01:59:59,17,17,17,16,15,15,16,18,17,17,11,17,17,14,16,16,17,14,17,16,16,16,18,16
27-Aug-2020 02:59:59,17,17,17,15,15,15,16,17,17,17,11,17,17,14,15,16,17,14,16,16,16,15,18,16
27-Aug-2020 03:59:59,16,16,16,16,15,15,16,17,17,16,11,17,16,14,15,16,17,14,16,15,16,15,17,16
27-Aug-2020 04:59:59,16,16,16,16,14,14,16,17,16,16,11,16,16,14,15,15,17,13,16,15,16,14,17,16
27-Aug-2020 05:59:59,16,16,16,16,14,14,16,17,16,16,11,16,16,14,15,14,17,13,16,15,15,14,17,16
27-Aug-2020 06:59:59,16,16,16,16,13,13,15,17,16,16,11,16,16,13,14,14,16,13,16,15,15,14,17,16
27-Aug-2020 07:59:59,17,17,17,17,15,15,16,18,17,18,11,17,16,15,15,15,17,13,16,16,16,15,19,16
27-Aug-2020 08:59:59,18,18,18,18,17,17,18,19,18,18,12,19,17,15,16,16,18,14,17,17,17,17,19,18
27-Aug-2020 09:59:59,19,19,19,21,19,19,20,20,19,19,13,19,19,17,18,17,19,15,18,19,18,18,20,19
27-Aug-2020 10:59:59,20,20,20,22,20,20,23,21,21,21,15,21,20,19,19,19,21,17,20,21,20,20,22,21
27-Aug-2020 11:59:59,22,22,22,23,22,22,24,23,22,22,16,22,22,20,20,20,22,18,21,21,21,21,23,22
27-Aug-2020 12:59:59,23,23,23,24,23,23,26,24,23,23,16,23,23,19,21,21,23,19,22,23,22,22,24,23
27-Aug-2020 13:59:59,23,23,23,25,23,23,26,25,24,24,16,24,22,20,23,21,25,18,24,23,23,22,25,24
27-Aug-2020 14:59:59,23,23,23,25,24,24,24,25,25,23,14,24,22,19,23,20,25,18,23,23,23,22,25,25
27-Aug-2020 15:59:59,20,20,20,24,23,23,22,25,23,20,12,22,20,18,22,17,24,17,22,22,19,19,23,24
27-Aug-2020 16:59:59,18,18,18,22,21,21,16,23,21,18,12,20,17,19,21,16,23,15,19,21,16,18,22,22
27-Aug-2020 17:59:59,19,19,19,21,16,16,16,21,19,18,12,20,17,18,19,17,21,15,18,20,16,19,21,17
27-Aug-2020 18:59:59,19,19,19,20,16,16,16,21,19,18,12,19,17,17,19,17,20,16,18,20,16,19,21,16
27-Aug-2020 19:59:59,18,18,18,18,15,15,16,20,18,17,12,18,17,16,17,17,19,15,17,18,16,17,18,16
27-Aug-2020 20:59:59,16,16,16,19,15,15,16,19,18,16,12,16,16,15,15,15,19,15,16,17,16,15,17,16
27-Aug-2020 21:59:59,16,16,16,17,15,15,15,19,17,16,12,17,16,15,16,15,18,14,16,16,16,16,18,16
27-Aug-2020 22:59:59,16,16,16,17,15,15,15,18,17,16,12,16,16,14,16,15,18,14,16,16,15,15,18,16
27-Aug-2020 23:59:59,16,16,16,16,15,15,15,17,17,16,11,16,16,14,15,15,18,14,16,15,15,15,17,15
28-Aug-2020 00:59:59,16,16,16,16,15,15,15,17,16,16,11,16,16,14,15,15,17,14,16,15,15,15,17,15
28-Aug-2020 01:59:59,16,16,16,16,15,15,15,17,16,16,11,16,16,13,15,15,17,13,16,15,15,15,17,15
28-Aug-2020 02:59:59,16,16,16,16,15,15,15,17,16,16,11,16,15,13,15,15,17,13,16,14,15,15,17,15
28-Aug-2020 03:59:59,15,15,15,15,14,14,14,17,16,16,10,15,15,12,14,14,17,12,15,14,15,14,17,15
28-Aug-2020 04:59:59,15,15,15,14,14,14,13,16,16,15,9,15,15,11,14,14,16,12,15,13,15,13,16,15
28-Aug-2020 05:59:59,14,14,14,13,14,14,13,16,16,15,8,15,15,12,14,13,16,11,15,13,15,13,16,15
28-Aug-2020 06:59:59,14,14,14,12,13,13,13,16,16,15,7,15,15,11,14,13,17,11,16,13,15,13,16,15
28-Aug-2020 07:59:59,15,15,15,15,14,14,13,17,16,15,9,15,15,13,14,14,17,13,16,14,15,14,16,15
28-Aug-2020 08:59:59,16,16,16,18,15,15,16,18,17,17,13,16,16,14,15,15,18,15,16,16,15,16,18,16
28-Aug-2020 09:59:59,18,18,18,20,18,18,21,20,19,19,15,18,18,16,17,17,19,16,18,18,18,17,19,17
28-Aug-2020 10:59:59,20,20,20,21,19,19,21,21,20,20,15,20,19,16,18,19,21,16,19,19,19,18,21,19
28-Aug-2020 11:59:59,21,21,21,22,20,20,24,23,22,21,16,21,21,18,19,20,22,18,21,20,20,20,23,21
28-Aug-2020 12:59:59,22,22,22,23,22,22,25,24,23,23,17,23,22,20,21,21,23,19,22,22,22,21,24,22
28-Aug-2020 13:59:59,23,23,23,25,23,23,26,25,24,24,17,24,23,20,23,23,25,20,23,23,23,23,25,24
28-Aug-2020 14:59:59,25,25,25,26,24,24,27,26,25,25,17,25,25,21,24,24,26,21,25,24,24,24,26,25
28-Aug-2020 15:59:59,25,25,25,26,24,24,27,27,26,26,18,25,25,22,24,24,26,22,25,25,25,25,27,25
28-Aug-2020 16:59:59,24,24,24,22,23,23,26,25,24,24,19,23,25,22,22,24,23,22,24,24,23,24,25,22
28-Aug-2020 17:59:59,18,18,18,19,21,21,21,21,22,18,20,20,18,20,17,17,22,16,19,22,22,20,20,21
28-Aug-2020 18:59:59,18,18,18,20,20,20,19,21,21,18,11,20,18,18,18,17,21,15,20,20,21,19,21,20
28-Aug-2020 19:59:59,18,18,18,19,18,18,18,22,20,18,11,19,18,17,19,17,21,15,19,20,20,19,21,19
28-Aug-2020 20:59:59,18,18,18,18,17,17,18,21,20,18,10,19,18,17,19,17,21,15,19,20,19,19,20,19
28-Aug-2020 21:59:59,18,18,18,18,15,15,18,20,20,18,11,19,18,17,18,17,20,15,19,19,19,19,21,18
28-Aug-2020 22:59:59,18,18,18,17,16,16,18,20,19,18,11,19,18,16,18,17,20,15,19,18,18,18,20,18
28-Aug-2020 23:59:59,18,18,18,17,16,16,18,19,19,18,11,18,18,15,17,17,19,16,18,18,18,18,20,17
29-Aug-2020 00:59:59,18,18,18,17,15,15,17,18,18,18,12,18,17,14,16,17,18,15,17,17,17,16,19,17
29-Aug-2020 01:59:59,18,18,18,16,14,14,16,18,17,17,11,17,17,14,16,17,18,15,17,17,17,16,19,17
29-Aug-2020 02:59:59,17,17,17,16,14,14,16,18,17,17,11,17,17,14,15,16,17,15,17,16,16,16,19,16
29-Aug-2020 03:59:59,17,17,17,15,13,13,16,18,17,17,11,17,16,14,15,16,17,14,17,16,16,15,18,16
29-Aug-2020 04:59:59,17,17,17,14,13,13,16,17,17,17,11,17,16,14,15,16,16,14,17,15,16,15,18,15
29-Aug-2020 05:59:59,16,16,16,13,14,14,14,16,16,16,10,16,16,13,15,15,16,14,16,15,16,15,18,15
29-Aug-2020 06:59:59,16,16,16,13,14,14,14,16,16,16,10,16,16,13,15,15,16,14,16,15,16,14,18,15
29-Aug-2020 07:59:59,17,17,17,15,16,16,15,16,16,17,11,16,16,14,15,16,16,14,16,15,16,15,18,15
29-Aug-2020 08:59:59,18,18,18,18,17,17,17,19,18,19,12,18,17,15,16,17,18,15,17,17,17,17,19,17
29-Aug-2020 09:59:59,19,19,19,19,19,19,20,20,20,20,14,19,19,15,17,18,20,17,19,18,18,18,20,18
29-Aug-2020 10:59:59,20,20,20,21,21,21,23,21,21,21,15,20,20,17,19,20,21,18,20,20,20,20,21,20
29-Aug-2020 11:59:59,21,21,21,22,22,22,25,23,22,22,16,22,22,18,21,21,23,18,21,22,22,21,23,21
29-Aug-2020 12:59:59,22,22,22,22,23,23,27,24,24,23,15,23,23,19,22,22,24,19,23,22,22,21,24,23
29-Aug-2020 13:59:59,22,22,22,24,24,24,26,24,23,22,15,23,23,18,21,21,24,19,23,22,23,21,24,24
29-Aug-2020 14:59:59,23,23,23,25,24,24,22,24,24,23,17,23,23,19,21,21,24,19,23,23,22,21,24,23
29-Aug-2020 15:59:59,24,24,24,24,23,23,23,25,24,23,17,24,24,20,22,22,25,19,24,23,23,22,25,23
29-Aug-2020 16:59:59,23,23,23,25,20,20,25,25,24,23,15,24,24,21,23,21,24,20,24,23,21,23,25,23
29-Aug-2020 17:59:59,24,24,24,24,20,20,21,24,24,23,14,23,23,19,22,22,24,20,23,23,21,23,25,23
29-Aug-2020 18:59:59,19,19,19,22,20,20,20,23,23,20,14,22,19,18,21,19,23,18,21,21,19,19,23,19
29-Aug-2020 19:59:59,18,18,18,20,17,17,17,22,21,18,13,20,17,17,19,18,22,16,19,20,17,19,22,16
29-Aug-2020 20:59:59,17,17,17,19,15,15,16,21,19,18,13,19,17,16,19,18,21,16,18,19,17,19,21,16
29-Aug-2020 21:59:59,17,17,17,18,14,14,16,20,18,17,12,18,17,16,18,17,21,16,18,19,16,17,19,16
29-Aug-2020 22:59:59,17,17,17,18,14,14,15,20,18,17,11,18,17,16,17,17,20,16,17,18,16,17,19,15
29-Aug-2020 23:59:59,17,17,17,18,13,13,15,20,18,17,11,18,17,15,17,17,19,15,18,17,16,17,19,16
30-Aug-2020 00:59:59,16,16,16,17,13,13,14,19,18,17,10,18,17,15,17,16,19,14,17,17,16,16,19,16
30-Aug-2020 01:59:59,17,17,17,17,13,13,14,19,18,17,10,18,17,15,16,17,19,14,17,16,16,16,19,16
30-Aug-2020 02:59:59,17,17,17,17,13,13,14,19,18,17,11,18,17,15,16,16,19,14,17,16,16,16,19,16
30-Aug-2020 03:59:59,17,17,17,17,13,13,15,18,18,17,11,18,17,14,16,16,18,14,17,16,16,16,18,16
30-Aug-2020 04:59:59,16,16,16,17,14,14,14,18,18,17,11,17,17,14,16,16,18,14,17,16,16,15,18,15
30-Aug-2020 05:59:59,16,16,16,17,13,13,14,18,17,17,11,17,17,14,15,15,18,14,17,16,16,15,19,15
30-Aug-2020 06:59:59,16,16,16,17,13,13,13,18,17,17,11,17,16,14,15,15,18,14,17,16,15,15,18,15
30-Aug-2020 07:59:59,16,16,16,18,15,15,14,18,17,17,10,18,17,15,16,16,18,14,17,16,16,15,19,16
30-Aug-2020 08:59:59,18,18,18,18,17,17,17,20,19,19,12,19,18,16,17,17,20,16,19,17,18,17,20,18
30-Aug-2020 09:59:59,21,21,21,21,20,20,21,21,21,20,14,21,21,17,19,20,21,17,21,20,20,19,21,20
30-Aug-2020 10:59:59,22,22,22,22,22,22,23,23,22,21,15,22,22,19,20,21,23,18,22,22,21,20,23,22
30-Aug-2020 11:59:59,23,23,23,24,23,23,26,24,23,22,17,23,24,20,22,23,24,20,24,22,22,21,24,23
30-Aug-2020 12:59:59,24,24,24,25,24,24,27,25,25,24,18,24,24,20,23,24,25,20,25,24,23,23,25,24
30-Aug-2020 13:59:59,25,25,25,25,25,25,27,26,25,24,18,25,25,21,23,24,26,21,25,24,24,23,26,25
30-Aug-2020 14:59:59,25,25,25,25,25,25,26,27,26,24,18,26,25,21,23,25,26,20,26,25,24,23,27,26
30-Aug-2020 15:59:59,24,24,24,24,23,23,24,25,25,25,17,26,23,21,23,23,25,19,25,24,24,23,26,25
30-Aug-2020 16:59:59,23,23,23,25,17,17,24,25,25,24,17,25,22,21,22,21,25,19,24,24,22,22,25,22
30-Aug-2020 17:59:59,23,23,23,24,16,16,23,24,24,23,16,24,22,21,21,22,24,17,23,22,21,21,25,22
30-Aug-2020 18:59:59,22,22,22,21,17,17,22,23,23,23,14,23,21,19,20,21,23,17,23,20,20,20,23,22
30-Aug-2020 19:59:59,21,21,21,20,17,17,20,21,21,13,13,22,20,17,19,20,22,17,22,19,19,19,22,21
30-Aug-2020 20:59:59,20,20,20,19,16,16,19,20,20,11,11,20,20,17,18,19,21,16,20,19,18,18,21,20
30-Aug-2020 21:59:59,19,19,19,18,16,16,18,20,20,10,10,20,19,16,17,18,20,16,19,17,18,18,21,19
30-Aug-2020 22:59:59,19,19,19,18,15,15,17,19,19,10,10,19,19,15,17,17,20,15,19,17,17,17,20,19
30-Aug-2020 23:59:59,18,18,18,18,15,15,16,19,19,9,9,19,18,14,16,17,20,14,18,16,16,16,19,18
31-Aug-2020 00:59:59,18,18,18,17,14,14,15,18,18,9,9,18,18,14,16,16,19,13,18,15,15,15,19,17
31-Aug-2020 01:59:59,17,17,17,17,13,13,14,18,18,8,8,18,17,14,16,16,18,13,17,15,15,15,19,17
31-Aug-2020 02:59:59,17,17,17,17,13,13,13,17,17,8,8,17,16,14,15,15,18,13,17,14,15,15,18,16
31-Aug-2020 03:59:59,16,16,16,17,12,12,12,18,17,8,8,17,16,14,15,15,18,12,17,15,14,14,18,16
31-Aug-2020 04:59:59,16,16,16,16,12,12,12,17,17,8,8,16,16,13,15,14,18,12,16,14,14,14,18,15
31-Aug-2020 05:59:59,15,15,15,15,12,12,11,17,16,8,8,16,15,13,15,14,17,12,16,14,13,13,17,15
31-Aug-2020 06:59:59,15,15,15,14,11,11,11,17,16,10,10,16,15,12,14,14,17,12,16,14,13,13,17,14
31-Aug-2020 07:59:59,16,16,16,17,13,13,12,19,17,17,10,17,17,14,15,15,18,14,17,14,16,14,18,15
31-Aug-2020 08:59:59,18,18,18,19,16,16,16,19,19,19,12,19,19,16,17,17,18,16,18,17,18,16,20,17
31-Aug-2020 09:59:59,20,20,20,21,18,18,21,21,20,20,15,20,20,17,19,19,20,17,20,19,20,18,21,19
31-Aug-2020 10:59:59,22,22,22,23,20,20,24,23,22,22,17,22,21,18,21,20,22,18,22,21,21,20,23,21
31-Aug-2020 11:59:59,23,23,23,25,22,22,26,25,24,23,17,24,23,20,22,22,24,20,23,23,23,22,25,23
31-Aug-2020 12:59:59,25,25,25,26,23,23,29,26,26,25,18,25,24,21,24,24,26,21,25,25,24,24,26,24
31-Aug-2020 13:59:59,26,26,26,27,24,24,30,27,26,26,19,26,26,22,25,25,27,22,26,26,25,25,27,26
31-Aug-2020 14:59:59,26,26,26,27,26,26,29,27,26,26,18,26,26,21,24,25,27,22,26,26,25,25,27,26
31-Aug-2020 15:59:59,25,25,25,26,26,26,26,27,27,26,17,26,25,22,24,24,27,20,26,26,24,24,28,27
31-Aug-2020 16:59:59,25,25,25,24,25,25,26,26,25,25,13,25,23,21,23,23,25,19,26,25,25,24,26,26
31-Aug-2020 17:59:59,23,23,23,23,19,19,21,24,22,23,13,23,21,20,22,22,22,18,22,24,19,22,25,18
31-Aug-2020 18:59:59,20,20,20,21,16,16,17,23,22,20,12,21,19,19,20,20,22,17,20,22,17,21,24,19
31-Aug-2020 19:59:59,17,17,17,20,16,16,17,20,20,17,12,18,17,18,16,18,21,17,19,18,17,17,18,19
31-Aug-2020 20:59:59,17,17,17,19,15,15,16,20,20,16,11,17,16,15,16,16,21,15,18,16,17,16,18,18
31-Aug-2020 21:59:59,16,16,16,18,15,15,14,19,18,17,11,17,16,15,16,16,20,14,18,16,17,15,18,17
31-Aug-2020 22:59:59,16,16,16,17,14,14,14,19,18,17,10,17,16,14,16,15,19,14,17,16,16,15,18,17
31-Aug-2020 23:59:59,16,16,16,16,13,13,13,19,18,17,9,16,16,14,16,19,19,13,17,16,16,15,18,16
